Week,Violence_score,Year
1,0.01947813303932378,2008
2,0.02278574053656744,2008
3,0.0213156927600147,2008
4,0.017640573318632856,2008
5,0.020213156927600145,2008
6,0.01800808526277104,2008
7,0.014332965821389196,2008
8,0.01727306137449467,2008
9,0.012862918044836457,2008
10,0.012127894156560088,2008
11,0.014332965821389196,2008
12,0.018743109151047408,2008
13,0.016905549430356485,2008
14,0.016538037486218304,2008
15,0.02058066887173833,2008
16,0.020213156927600145,2008
17,0.018375597206909223,2008
18,0.019845644983461964,2008
19,0.022050716648291068,2008
20,0.01617052554208012,2008
21,0.026460859977949284,2008
22,0.015067989709665565,2008
23,0.02388827636898199,2008
24,0.015435501653803748,2008
25,0.021683204704152886,2008
26,0.019845644983461964,2008
27,0.021683204704152886,2008
28,0.01800808526277104,2008
29,0.018743109151047408,2008
30,0.022050716648291068,2008
31,0.019110621095185593,2008
32,0.015803013597941933,2008
33,0.01947813303932378,2008
34,0.018743109151047408,2008
35,0.020213156927600145,2008
36,0.01800808526277104,2008
37,0.020213156927600145,2008
38,0.015803013597941933,2008
39,0.025358324145534728,2008
40,0.015435501653803748,2008
41,0.01727306137449467,2008
42,0.022418228592429253,2008
43,0.01947813303932378,2008
44,0.022050716648291068,2008
45,0.02058066887173833,2008
46,0.02388827636898199,2008
47,0.02058066887173833,2008
48,0.02462330025725836,2008
49,0.016538037486218304,2008
50,0.016905549430356485,2008
51,0.025358324145534728,2008
52,0.01947813303932378,2008
1,0.010231148162182645,2009
2,0.01856763925729443,2009
3,0.015157256536566882,2009
4,0.022735884804850323,2009
5,0.0162940507768094,2009
6,0.014399393709738537,2009
7,0.013262599469496022,2009
8,0.017051913603637742,2009
9,0.02046229632436529,2009
10,0.015915119363395226,2009
11,0.017430845017051912,2009
12,0.019325502084122773,2009
13,0.019325502084122773,2009
14,0.021599090564607806,2009
15,0.013641530882910194,2009
16,0.017430845017051912,2009
17,0.017809776430466086,2009
18,0.021599090564607806,2009
19,0.028798787419477074,2009
20,0.019325502084122773,2009
21,0.018946570670708603,2009
22,0.02614626752557787,2009
23,0.019704433497536946,2009
24,0.01818870784388026,2009
25,0.02614626752557787,2009
26,0.023872679045092837,2009
27,0.01856763925729443,2009
28,0.02008336491095112,2009
29,0.025009473285335353,2009
30,0.025388404698749527,2009
31,0.023493747631678667,2009
32,0.02008336491095112,2009
33,0.021220159151193633,2009
34,0.02008336491095112,2009
35,0.019325502084122773,2009
36,0.015536187949981054,2009
37,0.014778325123152709,2009
38,0.014778325123152709,2009
39,0.019325502084122773,2009
40,0.015915119363395226,2009
41,0.0162940507768094,2009
42,0.02008336491095112,2009
43,0.02046229632436529,2009
44,0.021220159151193633,2009
45,0.014399393709738537,2009
46,0.01818870784388026,2009
47,0.02235695339143615,2009
48,0.021599090564607806,2009
49,0.019325502084122773,2009
50,0.02008336491095112,2009
51,0.015915119363395226,2009
52,0.023114816218264493,2009
1,0.019447685725398678,2010
2,0.019836639439906652,2010
3,0.014780241151302996,2010
4,0.016725009723842863,2010
5,0.01866977829638273,2010
6,0.014391287436795021,2010
7,0.015947102294826914,2010
8,0.015947102294826914,2010
9,0.015558148580318941,2010
10,0.015169194865810968,2010
11,0.01866977829638273,2010
12,0.020614546868922598,2010
13,0.019447685725398678,2010
14,0.017113963438350838,2010
15,0.021003500583430573,2010
16,0.014002333722287048,2010
17,0.019447685725398678,2010
18,0.024893037728510307,2010
19,0.025670945157526253,2010
20,0.028782574873590042,2010
21,0.022170361726954493,2010
22,0.020225593154414623,2010
23,0.01750291715285881,2010
24,0.025281991443018282,2010
25,0.023726176584986387,2010
26,0.022559315441462467,2010
27,0.020225593154414623,2010
28,0.027226760015558148,2010
29,0.022170361726954493,2010
30,0.015169194865810968,2010
31,0.019447685725398678,2010
32,0.020614546868922598,2010
33,0.020225593154414623,2010
34,0.017113963438350838,2010
35,0.013613380007779074,2010
36,0.019058732010890703,2010
37,0.019447685725398678,2010
38,0.019447685725398678,2010
39,0.01633605600933489,2010
40,0.017113963438350838,2010
41,0.021781408012446518,2010
42,0.020225593154414623,2010
43,0.020614546868922598,2010
44,0.015947102294826914,2010
45,0.021781408012446518,2010
46,0.01750291715285881,2010
47,0.019447685725398678,2010
48,0.016725009723842863,2010
49,0.018280824581874758,2010
50,0.021003500583430573,2010
51,0.01866977829638273,2010
52,0.013224426293271101,2010
1,0.01607717041800643,2011
2,0.01607717041800643,2011
3,0.01969453376205788,2011
4,0.01487138263665595,2011
5,0.01567524115755627,2011
6,0.018890675241157555,2011
7,0.014469453376205787,2011
8,0.024115755627009645,2011
9,0.017684887459807074,2011
10,0.01487138263665595,2011
11,0.02009646302250804,2011
12,0.022909967845659164,2011
13,0.01969453376205788,2011
14,0.018890675241157555,2011
15,0.01969453376205788,2011
16,0.01969453376205788,2011
17,0.02009646302250804,2011
18,0.01929260450160772,2011
19,0.016881028938906754,2011
20,0.022508038585209004,2011
21,0.01929260450160772,2011
22,0.01929260450160772,2011
23,0.02451768488745981,2011
24,0.02090032154340836,2011
25,0.01929260450160772,2011
26,0.017282958199356914,2011
27,0.023713826366559485,2011
28,0.021704180064308683,2011
29,0.029340836012861738,2011
30,0.02009646302250804,2011
31,0.0204983922829582,2011
32,0.01647909967845659,2011
33,0.0204983922829582,2011
34,0.01487138263665595,2011
35,0.017282958199356914,2011
36,0.014067524115755627,2011
37,0.01969453376205788,2011
38,0.018086816720257234,2011
39,0.022106109324758844,2011
40,0.013263665594855305,2011
41,0.01567524115755627,2011
42,0.014469453376205787,2011
43,0.02009646302250804,2011
44,0.022106109324758844,2011
45,0.02090032154340836,2011
46,0.01527331189710611,2011
47,0.0204983922829582,2011
48,0.022106109324758844,2011
49,0.024115755627009645,2011
50,0.017282958199356914,2011
51,0.02652733118971061,2011
52,0.01647909967845659,2011
1,0.017557251908396947,2012
2,0.01870229007633588,2012
3,0.019465648854961833,2012
4,0.015267175572519083,2012
5,0.011450381679389313,2012
6,0.020610687022900764,2012
7,0.019465648854961833,2012
8,0.019083969465648856,2012
9,0.01603053435114504,2012
10,0.01183206106870229,2012
11,0.011068702290076336,2012
12,0.019083969465648856,2012
13,0.016412213740458016,2012
14,0.0183206106870229,2012
15,0.015648854961832062,2012
16,0.025572519083969465,2012
17,0.02366412213740458,2012
18,0.017557251908396947,2012
19,0.021755725190839695,2012
20,0.019465648854961833,2012
21,0.015648854961832062,2012
22,0.019083969465648856,2012
23,0.02366412213740458,2012
24,0.016793893129770993,2012
25,0.01870229007633588,2012
26,0.01870229007633588,2012
27,0.022900763358778626,2012
28,0.022137404580152672,2012
29,0.025954198473282442,2012
30,0.023282442748091603,2012
31,0.0183206106870229,2012
32,0.021755725190839695,2012
33,0.024045801526717557,2012
34,0.019465648854961833,2012
35,0.01870229007633588,2012
36,0.016412213740458016,2012
37,0.01450381679389313,2012
38,0.014885496183206106,2012
39,0.024045801526717557,2012
40,0.020610687022900764,2012
41,0.02251908396946565,2012
42,0.019083969465648856,2012
43,0.01984732824427481,2012
44,0.013740458015267175,2012
45,0.022900763358778626,2012
46,0.0183206106870229,2012
47,0.021755725190839695,2012
48,0.020229007633587787,2012
49,0.019083969465648856,2012
50,0.020229007633587787,2012
51,0.025954198473282442,2012
52,0.01870229007633588,2012